"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1294","영화상영관","03_13_02_P","4810000","CDFF4220002017000003","20171214","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 웅천동 1720-1번지","전라남도 여수시 신월로 96 (웅천동)","59692","메가박스 여수웅천점 3관","20190718101045","U","2019-07-20 02:40:00.0","","262093.490792","139162.676418","영화상영관","","7","학교정화(상대)","","","7","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20171214","일반상업지역",
"1295","영화상영관","03_13_02_P","4810000","CDFF4220002017000004","20171214","","01","영업/정상","13","영업중","","","","","0616846649","","","전라남도 여수시 웅천동 1720-1번지","전라남도 여수시 신월로 96 (웅천동)","59692","메가박스 여수웅천점 4관","20190718101540","U","2019-07-20 02:40:00.0","","262093.490792","139162.676418","영화상영관","","7","학교정화(상대)","","","7","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20171214","일반상업지역",
"1296","영화상영관","03_13_02_P","4810000","CDFF4220002017000005","20171214","","01","영업/정상","13","영업중","","","","","0616846649","","","전라남도 여수시 웅천동 1720-1번지","전라남도 여수시 신월로 96 (웅천동)","59692","메가박스 여수웅천점 5관","20190718102251","U","2019-07-20 02:40:00.0","","262093.490792","139162.676418","영화상영관","","7","학교정화(상대)","","","7","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20171214","일반상업지역",
"1297","영화상영관","03_13_02_P","4810000","CDFF4220002017000006","20171214","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 웅천동 1720-1번지","전라남도 여수시 신월로 96 (웅천동)","59692","메가박스 여수웅천점 6관","20190718102648","U","2019-07-20 02:40:00.0","","262093.490792","139162.676418","영화상영관","","7","학교정화(상대)","","","7","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20171214","일반상업지역",
"1298","영화상영관","03_13_02_P","4810000","CDFF4220002017000007","20171214","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 웅천동 1720-1번지","전라남도 여수시 신월로 96 (웅천동)","59692","메가박스 여수웅천점 7관","20190718102745","U","2019-07-20 02:40:00.0","","262093.490792","139162.676418","영화상영관","","7","학교정화(상대)","","","7","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20171214","일반상업지역",
"1299","영화상영관","03_13_02_P","4810000","CDFF4220002017000008","20171214","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 웅천동 1720-1번지","전라남도 여수시 신월로 96 (웅천동)","59692","메가박스 여수웅천점 8관","20190718135805","U","2019-07-20 02:40:00.0","","262093.490792","139162.676418","영화상영관","","7","학교정화(상대)","","","7","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20171214","일반상업지역",
"1300","영화상영관","03_13_02_P","4810000","CDFF4220001987000001","19870628","","01","영업/정상","13","영업중","","","","","","","550800","전라남도 여수시 광무동 42-4번지","전라남도 여수시 좌수영로 69 (광무동)","59718","여수 시민회관","20140103091901","I","2018-08-31 23:59:59.0","","266583.403004","138943.377562","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","19870628","",
"1301","영화상영관","03_13_02_P","4870000","CDFF4220002014000001","20140409","","01","영업/정상","13","영업중","","","","","061-783-8993","","","전라남도 구례군 용방면 죽정리 931 B동","전라남도 구례군 용방면 용산로 107-73, B동","57607","오가닉메이커협동조합시네마 1관","20220725153123","U","2022-07-27 02:40:00.0","","237497.975523","197216.046567","영화상영관","","2","","","","2","","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20140408","",
"1302","영화상영관","03_13_02_P","4810000","CDFF4220002000000004","20000105","","01","영업/정상","13","영업중","","","","","","","503839","광주광역시 남구 주월동 1266-20번지","광주광역시 남구 봉선중앙로131번길 33  (주월동)","","호남영배사","20040917152128","I","2018-08-31 23:59:59.0","","191434.999174","181503.702022","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20000105","",
"1303","영화상영관","03_13_02_P","4810000","CDFF4220002002000009","20020220","","01","영업/정상","13","영업중","","","","","02-3477-9923","","137908","서울특별시 서초구 잠원동 69-2번지","서울특별시 서초구 신반포로 189  (잠원동)","","가나시청각","20040707133222","I","2018-08-31 23:59:59.0","","200346.774647604","444921.730152911","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20020220","",
"1304","영화상영관","03_13_02_P","4870000","CDFF4220002014000002","20140409","","01","영업/정상","13","영업중","","","","","061-783-8993","","","전라남도 구례군 용방면 죽정리 931 B동","전라남도 구례군 용방면 용산로 107-73, B동","57607","오가닉메이커협동조합 시네마 2관","20220725153123","U","2022-07-27 02:40:00.0","","237497.975523","197216.046567","영화상영관","","2","","","","2","","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20140409","",
"1305","영화상영관","03_13_02_P","4910000","CDFF4220002015000001","20150930","","01","영업/정상","13","영업중","","","","","","","","전라남도 장흥군 장흥읍 건산리 318-2","전라남도 장흥군 장흥읍 흥성로 43 (장흥국민체육센터)","59327","정남진시네마 1관","20210407174121","U","2021-04-09 02:40:00.0","","191498.341696","130811.535841","영화상영관","","1","","","","1","","문화시설","1.1","","","","","","","","","","","","","","","","","","영화관","","20150930","",
"1306","영화상영관","03_13_02_P","4910000","CDFF4220002015000002","20150930","","01","영업/정상","13","영업중","","","","","","","","전라남도 장흥군 장흥읍 건산리 318-2","전라남도 장흥군 장흥읍 흥성로 43 (장흥국민체육센터)","59327","정남진시네마 2관","20210407174122","U","2021-04-09 02:40:00.0","","191498.341696","130811.535841","영화상영관","","1","","","","1","","문화시설","1.4","","","","","","","","","","","","","","","","","","영화관","","20150930","",
"1307","영화상영관","03_13_02_P","6510000","CDFF4220002006000001","20060328","","01","영업/정상","13","영업중","","","","","722-9640~4","","","제주특별자치도 제주시 이도이동 1776-3 4층(서광로 17)","제주특별자치도 제주시 서광로 288 (이도이동,4층(서광로 17))","","씨지브이 제주 1관","20210428121656","U","2021-04-30 02:40:00.0","","156002.39715","507.53105483","영화상영관","영화상영관","10","","","","9","1","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20060328","일반상업지역",
"1308","영화상영관","03_13_02_P","6510000","CDFF4220002006000002","20060328","","01","영업/정상","13","영업중","","","","","722-9640~4","","","제주특별자치도 제주시 이도이동 1776-3 (서광로17)","제주특별자치도 제주시 서광로 288 (이도이동,(서광로17))","","씨지브이 제주 2관","20210428122247","U","2021-04-30 02:40:00.0","","156002.39715","507.53105483","영화상영관","영화상영관","10","","","","9","1","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20060328","일반상업지역",
"1309","영화상영관","03_13_02_P","6510000","CDFF4220002006000003","20060328","","01","영업/정상","13","영업중","","","","","722-9640~4","","","제주특별자치도 제주시 이도이동 1776-3 (서광로17)","제주특별자치도 제주시 서광로 288 (이도이동,(서광로17))","","씨지브이 제주 4DX관","20210428122513","U","2021-04-30 02:40:00.0","","156002.39715","507.53105483","영화상영관","영화상영관","10","","","","9","1","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20060328","일반상업지역",
"1310","영화상영관","03_13_02_P","6510000","CDFF4220002006000004","20060328","","01","영업/정상","13","영업중","","","","","722-9640~4","","","제주특별자치도 제주시 이도이동 1776-3 (서광로17)","제주특별자치도 제주시 서광로 288 (이도이동,(서광로17))","","씨지브이 제주 6관","20210428123804","U","2021-04-30 02:40:00.0","","156002.39715","507.53105483","영화상영관","영화상영관","10","","","","9","1","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20060328","일반상업지역",
"1311","영화상영관","03_13_02_P","6510000","CDFF4220002006000005","20060328","","01","영업/정상","13","영업중","","","","","722-9640~4","","","제주특별자치도 제주시 이도이동 1776-3 (서광로17)","제주특별자치도 제주시 서광로 288 (이도이동,(서광로17))","","씨지브이 제주 5관","20210428123609","U","2021-04-30 02:40:00.0","","156002.39715","507.53105483","영화상영관","영화상영관","10","","","","9","1","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20060328","일반상업지역",
"1312","영화상영관","03_13_02_P","6510000","CDFF4220002009000001","20090224","","01","영업/정상","13","영업중","","","","","749-0069","","","제주특별자치도 제주시 노형동 1288-5","제주특별자치도 제주시 노형로 407 (노형동)","","CGV제주노형1관","20210428124906","U","2021-04-30 02:40:00.0","","151441.447416","-1047.37862673","영화상영관","","9","학교정화(상대)","","","7","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090224","일반주거지역",
"1313","영화상영관","03_13_02_P","6510000","CDFF4220002009000002","20090224","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 노형동 1288-5","제주특별자치도 제주시 노형로 407 (노형동)","","CGV제주노형2관","20210428125033","U","2021-04-30 02:40:00.0","","151441.447416","-1047.37862673","영화상영관","","9","학교정화(상대)","","","7","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090224","일반주거지역",
"1314","영화상영관","03_13_02_P","6510000","CDFF4220002009000003","20090224","","01","영업/정상","13","영업중","","","","","064-749-0069","","","제주특별자치도 제주시 노형동 1288-5","제주특별자치도 제주시 노형로 407 (노형동)","","CGV제주노형3관","20210428125212","U","2021-04-30 02:40:00.0","","151441.447416","-1047.37862673","영화상영관","","9","학교정화(상대)","","","7","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090224","일반주거지역",
"1315","영화상영관","03_13_02_P","6510000","CDFF4220002009000004","20090224","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 노형동 1288-5","제주특별자치도 제주시 노형로 407, 5층 (노형동)","63099","CGV제주노형4관","20210428125545","U","2021-04-30 02:40:00.0","","151441.447416","-1047.37862673","영화상영관","","9","학교정화(상대)","","","7","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090224","일반주거지역",
